Charge_Energy(Wh),Discharge_Energy(Wh),date
"0,675343395555225",0,2022-01-01 16:30:00
"0,685676311639307",0,2022-01-01 16:45:00
"0,696060502806098",0,2022-01-01 17:00:00
"0,706431364650907",0,2022-01-01 17:15:00
"0,716788546431718",0,2022-01-01 17:30:00
"0,727180592525362",0,2022-01-01 17:45:00
"0,737542369256999",0,2022-01-01 18:00:00
"0,747905778070882",0,2022-01-01 18:15:00
"0,758303886147572",0,2022-01-01 18:30:00
"0,768671768296378",0,2022-01-01 18:45:00
"0,779073895838335",0,2022-01-01 19:00:00
"0,789461752817784",0,2022-01-01 19:15:00
"0,79985127439869",0,2022-01-01 19:30:00
"0,810242566752627",0,2022-01-01 19:45:00
"0,82063542335341",0,2022-01-01 20:00:00
"0,831030222567112",0,2022-01-01 20:15:00
"0,841425919895024",0,2022-01-01 20:30:00
"0,851823124281767",0,2022-01-01 20:45:00
"0,861897060505696",0,2022-01-01 21:00:00
"0,872605053558538",0,2022-01-01 21:15:00
"0,882989906732965",0,2022-01-01 21:30:00
"0,893408413402236",0,2022-01-01 21:45:00
"0,903811269279399",0,2022-01-01 22:00:00
"0,914215272635634",0,2022-01-01 22:15:00
"0,924604399974355",0,2022-01-01 22:30:00
"0,935026706336014",0,2022-01-01 22:45:00
"0,945433582895002",0,2022-01-01 23:00:00
"0,955825448681409",0,2022-01-01 23:15:00
"0,966217528048387",0,2022-01-01 23:30:00
"0,976627033298567",0,2022-01-01 23:45:00
"0,986777560791142",0,2022-01-02 00:00:00
"0,997464967446519",0,2022-01-02 00:15:00
"1,00787690388417",0,2022-01-02 00:30:00
"1,01828968397492",0,2022-01-02 00:45:00
"1,02868735051161",0,2022-01-02 01:00:00
"1,03910192900536",0,2022-01-02 01:15:00
"1,04951709907018",0,2022-01-02 01:30:00
"1,05993310794525",0,2022-01-02 01:45:00
"1,07034975441866",0,2022-01-02 02:00:00
"1,08075101831388",0,2022-01-02 02:15:00
"1,0911855033938",0,2022-01-02 02:30:00
"1,10160477176862",0,2022-01-02 02:45:00
"1,1120239715696",0,2022-01-02 03:00:00
"1,12244434986712",0,2022-01-02 03:15:00
"1,13284951764132",0,2022-01-02 03:30:00
"1,14325499592337",0,2022-01-02 03:45:00
"1,15369360470921",0,2022-01-02 04:00:00
"1,16411655572086",0,2022-01-02 04:15:00
"1,17454013476179",0,2022-01-02 04:30:00
"1,18494836986205",0,2022-01-02 04:45:00
"1,19538968154247",0,2022-01-02 05:00:00
"1,20581561050268",0,2022-01-02 05:15:00
"1,21624183062857",0,2022-01-02 05:30:00
"1,22666893125743",0,2022-01-02 05:45:00
"1,23709683557685",0,2022-01-02 06:00:00
"1,24752515766855",0,2022-01-02 06:15:00
"1,25795424933128",0,2022-01-02 06:30:00
"1,26836770442006",0,2022-01-02 06:45:00
"1,27879801447249",0,2022-01-02 07:00:00
"1,28924551610162",0,2022-01-02 07:15:00
"1,29967742335254",0,2022-01-02 07:30:00
"1,30967046612923",0,2022-01-02 07:45:00
"1,32052665284975",0,2022-01-02 08:00:00
"1,33096062429159",0,2022-01-02 08:15:00
"1,34139509036149",0,2022-01-02 08:30:00
"1,35183041202137",0,2022-01-02 08:45:00
"1,36226627841204",0,2022-01-02 09:00:00
"1,37270283581217",0,2022-01-02 09:15:00
"1,38312369252894",0,2022-01-02 09:30:00
"1,39357793401667",0,2022-01-02 09:45:00
"1,40401654159168",0,2022-01-02 10:00:00
"1,41443967022973",0,2022-01-02 10:15:00
"1,42487940535458",0,2022-01-02 10:30:00
"1,4353201405922",0,2022-01-02 10:45:00
"1,44576185061807",0,2022-01-02 11:00:00
"1,45620367535614",0,2022-01-02 11:15:00
"1,4666465696811",0,2022-01-02 11:30:00
"1,47707411967445",0,2022-01-02 11:45:00
"1,48753495913697",0,2022-01-02 12:00:00
"1,49798019270072",0,2022-01-02 12:15:00
"1,50842635053071",0,2022-01-02 12:30:00
"1,51885710269821",0,2022-01-02 12:45:00
"1,52930454794834",0,2022-01-02 13:00:00
"1,53975325983377",0,2022-01-02 13:15:00
"1,55020258662911",0,2022-01-02 13:30:00
"1,56065281293705",0,2022-01-02 13:45:00
"1,57108756083805",0,2022-01-02 14:00:00
"1,58155550994527",0,2022-01-02 14:15:00
"1,59199165385264",0,2022-01-02 14:30:00
"1,60246125051793",0,2022-01-02 14:45:00
"1,61291548577771",0,2022-01-02 15:00:00
"1,62335448607728",0,2022-01-02 15:15:00
"1,63381030533219",0,2022-01-02 15:30:00
"1,64426716150152",0,2022-01-02 15:45:00
"1,65472492541188",0,2022-01-02 16:00:00
"1,66516724050902",0,2022-01-02 16:15:00
"1,67564285929246",0,2022-01-02 16:30:00
"1,68610338536788",0,2022-01-02 16:45:00
"1,69654826569404",0,2022-01-02 17:00:00
"1,70702690449432",0,2022-01-02 17:15:00
"1,7174736351823",0,2022-01-02 17:30:00
"1,72793781095071",0,2022-01-02 17:45:00
"1,7384027382031",0,2022-01-02 18:00:00
"1,74886835109667",0,2022-01-02 18:15:00
"1,75931873704998",0,2022-01-02 18:30:00
"1,76978648001152",0,2022-01-02 18:45:00
"1,78025529300593",0,2022-01-02 19:00:00
"1,79072513470542",0,2022-01-02 19:15:00
"1,80119566173696",0,2022-01-02 19:30:00
"1,81166754792883",0,2022-01-02 19:45:00
"1,8221398574697",0,2022-01-02 20:00:00
"1,83259747223859",0,2022-01-02 20:15:00
"1,84307219752264",0,2022-01-02 20:30:00
"1,85353212476853",0,2022-01-02 20:45:00
"1,86399294586477",0,2022-01-02 21:00:00
"1,87447106899568",0,2022-01-02 21:15:00
"1,88495022372666",0,2022-01-02 21:30:00
"1,89543036748801",0,2022-01-02 21:45:00
"1,90591158544999",0,2022-01-02 22:00:00
"1,91639404556094",0,2022-01-02 22:15:00
"1,92687752504855",0,2022-01-02 22:30:00
"1,93736223734291",0,2022-01-02 22:45:00
"1,94784824239889",0,2022-01-02 23:00:00
"1,95831887990243",0,2022-01-02 23:15:00
"1,96882361485339",0,2022-01-02 23:30:00
"1,97931297488581",0,2022-01-02 23:45:00
"1,98980355303974",0,2022-01-03 00:00:00
"2,00029539200423",0,2022-01-03 00:15:00
"2,01078869702083",0,2022-01-03 00:30:00
"2,02128293709016",0,2022-01-03 00:45:00
"2,03176185063217",0,2022-01-03 01:00:00
"2,04225864377764",0,2022-01-03 01:15:00
"2,05277291824594",0,2022-01-03 01:30:00
"2,06327217631418",0,2022-01-03 01:45:00
"2,07375632078399",0,2022-01-03 02:00:00
"2,08425782100255",0,2022-01-03 02:15:00
"2,09476093125957",0,2022-01-03 02:30:00
"2,10526524247877",0,2022-01-03 02:45:00
"2,11575460048059",0,2022-01-03 03:00:00
"2,12627830913376",0,2022-01-03 03:15:00
"2,13678652986141",0,2022-01-03 03:30:00
"2,14729604669943",0,2022-01-03 03:45:00
"2,1577906292076",0,2022-01-03 04:00:00
"2,16831948281828",0,2022-01-03 04:15:00
"2,1788170828651",0,2022-01-03 04:30:00
"2,18933218897889",0,2022-01-03 04:45:00
"2,19984865268878",0,2022-01-03 05:00:00
"2,21036684510503",0,2022-01-03 05:15:00
"2,22088622887789",0,2022-01-03 05:30:00
"2,23140701407482",0,2022-01-03 05:45:00
"2,2419296131994",0,2022-01-03 06:00:00
"2,25245300325482",0,2022-01-03 06:15:00
"2,2629776629942",0,2022-01-03 06:30:00
"2,27350435941224",0,2022-01-03 06:45:00
"2,28401614498278",0,2022-01-03 07:00:00
"2,2945292934077",0,2022-01-03 07:15:00
"2,30507680876765",0,2022-01-03 07:30:00
"2,31560952132798",0,2022-01-03 07:45:00
"2,32614384637946",0,2022-01-03 08:00:00
"2,33666319484035",0,2022-01-03 08:15:00
"2,34721740733676",0,2022-01-03 08:30:00
"2,35773993641266",0,2022-01-03 08:45:00
"2,36829708708796",0,2022-01-03 09:00:00
"2,37883911574527",0,2022-01-03 09:15:00
"2,38936685616775",0,2022-01-03 09:30:00
"2,39991199193033",0,2022-01-03 09:45:00
"2,41044288158177",0,2022-01-03 10:00:00
"2,42097541055295",0,2022-01-03 10:15:00
"2,43152569547231",0,2022-01-03 10:30:00
"2,44207743043379",0,2022-01-03 10:45:00
"2,45263105492807",0,2022-01-03 11:00:00
"2,4631536783293",0,2022-01-03 11:15:00
"2,47372705503692",0,2022-01-03 11:30:00
"2,48428607375015",0,2022-01-03 11:45:00
"2,49484651802423",0,2022-01-03 12:00:00
"2,50539275693942",0,2022-01-03 12:15:00
"2,51595701944852",0,2022-01-03 12:30:00
"2,52653972779921",0,2022-01-03 12:45:00
"2,53710703134216",0,2022-01-03 13:00:00
"2,54767638060527",0,2022-01-03 13:15:00
"2,5582476555369",0,2022-01-03 13:30:00
"2,56882074537576",0,2022-01-03 13:45:00
"2,57939543241615",0,2022-01-03 14:00:00
"2,58997196132997",0,2022-01-03 14:15:00
"2,60053411575822",0,2022-01-03 14:30:00
"2,61113107264099",0,2022-01-03 14:45:00
"2,62171276646772",0,2022-01-03 15:00:00
"2,63228069194986",0,2022-01-03 15:15:00
"2,64285003957926",0,2022-01-03 15:30:00
"2,65345440201965",0,2022-01-03 15:45:00
"2,66402768001159",0,2022-01-03 16:00:00
"2,67463585246192",0,2022-01-03 16:15:00
"2,68521292426075",0,2022-01-03 16:30:00
"2,69582493171119",0,2022-01-03 16:45:00
"2,70640598534393",0,2022-01-03 17:00:00
"2,7170052540765",0,2022-01-03 17:15:00
"2,72762317673593",0,2022-01-03 17:30:00
"2,73821039328375",0,2022-01-03 17:45:00
"2,74881565642819",0,2022-01-03 18:00:00
"2,75940672148431",0,2022-01-03 18:15:00
"2,77003293955028",0,2022-01-03 18:30:00
"2,78064442878243",0,2022-01-03 18:45:00
"2,79125806220295",0,2022-01-03 19:00:00
"2,8018738172038",0,2022-01-03 19:15:00
"2,81247507878287",0,2022-01-03 19:30:00
"2,82311178427168",0,2022-01-03 19:45:00
"2,83373393500289",0,2022-01-03 20:00:00
"2,84434164818496",0,2022-01-03 20:15:00
"2,85495113074554",0,2022-01-03 20:30:00
"2,86559616095587",0,2022-01-03 20:45:00
"2,87622671167489",0,2022-01-03 21:00:00
"2,88684264823107",0,2022-01-03 21:15:00
"2,89749386669799",0,2022-01-03 21:30:00
"2,9081308890035",0,2022-01-03 21:45:00
"2,91876962264678",0,2022-01-03 22:00:00
"2,92941033324461",0,2022-01-03 22:15:00
"2,94003727941044",0,2022-01-03 22:30:00
"2,95068281467072",0,2022-01-03 22:45:00
"2,96133044136839",0,2022-01-03 23:00:00
"2,9719637025924",0,2022-01-03 23:15:00
"2,9826159789551",0,2022-01-03 23:30:00
"2,9932703849829",0,2022-01-03 23:45:00
"3,00392695473623",0,2022-01-04 00:00:00
"3,01458619133234",0,2022-01-04 00:15:00
"3,02523099993931",0,2022-01-04 00:30:00
"3,03587778207196",0,2022-01-04 00:45:00
"3,04656031751062",0,2022-01-04 01:00:00
"3,05721159483319",0,2022-01-04 01:15:00
"3,06789869560815",0,2022-01-04 01:30:00
"3,07857142940282",0,2022-01-04 01:45:00
"3,08923008812586",0,2022-01-04 02:00:00
"3,09990738714047",0,2022-01-04 02:15:00
"3,11057059358845",0,2022-01-04 02:30:00
"3,12126926268065",0,2022-01-04 02:45:00
"3,13195377626873",0,2022-01-04 03:00:00
"3,14264084711535",0,2022-01-04 03:15:00
"3,15331347425245",0,2022-01-04 03:30:00
"3,16400513803605",0,2022-01-04 03:45:00
"3,17469943648518",0,2022-01-04 04:00:00
"3,18539571689055",0,2022-01-04 04:15:00
"3,19609462629479",0,2022-01-04 04:30:00
"3,20679597406469",0,2022-01-04 04:45:00
"3,21749976994015",0,2022-01-04 05:00:00
"3,2282063710202",0,2022-01-04 05:15:00
"3,23891547174576",0,2022-01-04 05:30:00
"3,2496265661841",0,2022-01-04 05:45:00
"3,26034101452562",0,2022-01-04 06:00:00
"3,27104132821901",0,2022-01-04 06:15:00
"3,28176082591783",0,2022-01-04 06:30:00
"3,29248310536427",0,2022-01-04 06:45:00
"3,30320797601664",0,2022-01-04 07:00:00
"3,31383467268814",0,2022-01-04 07:15:00
"3,32463201401011",0,2022-01-04 07:30:00
"3,33536493086876",0,2022-01-04 07:45:00
"3,34610046954476",0,2022-01-04 08:00:00
"3,35683888962299",0,2022-01-04 08:15:00
"3,36758007511627",0,2022-01-04 08:30:00
"3,37832393067573",0,2022-01-04 08:45:00
"3,38905441230465",0,2022-01-04 09:00:00
"3,39980418717688",0,2022-01-04 09:15:00
"3,41013736689302",0,2022-01-04 09:30:00
"3,42129531592087",0,2022-01-04 09:45:00
"3,43205369125222",0,2022-01-04 10:00:00
"3,44279842192211",0,2022-01-04 10:15:00
"3,45356293358242",0,2022-01-04 10:30:00
"3,46433015336203",0,2022-01-04 10:45:00
"3,47506733529447",0,2022-01-04 11:00:00
"3,48585798295772",0,2022-01-04 11:15:00
"3,49663494149941",0,2022-01-04 11:30:00
"3,50739876449731",0,2022-01-04 11:45:00
"3,51798073971417",0,2022-01-04 12:00:00
"3,52895298330354",0,2022-01-04 12:15:00
"3,53974399732122",0,2022-01-04 12:30:00
"3,55053847920402",0,2022-01-04 12:45:00
"3,5613197002534",0,2022-01-04 13:00:00
"3,57213816531783",0,2022-01-04 13:15:00
"3,58292679633769",0,2022-01-04 13:30:00
"3,59375287443161",0,2022-01-04 13:45:00
"3,6045657017781",0,2022-01-04 14:00:00
"3,61536553395693",0,2022-01-04 14:15:00
"3,6261859221277",0,2022-01-04 14:30:00
"3,63701046090508",0,2022-01-04 14:45:00
"3,64783898299611",0,2022-01-04 15:00:00
"3,65867114704223",0,2022-01-04 15:15:00
"3,6695076109704",0,2022-01-04 15:30:00
"3,6803478652131",0,2022-01-04 15:45:00
"3,69119188310794",0,2022-01-04 16:00:00
"3,70203994594446",0,2022-01-04 16:15:00
"3,712875398327",0,2022-01-04 16:30:00
"3,72374841380765",0,2022-01-04 16:45:00
"3,73460836964897",0,2022-01-04 17:00:00
"3,74545556044072",0,2022-01-04 17:15:00
"3,75632367427546",0,2022-01-04 17:30:00
"3,76719503457839",0,2022-01-04 17:45:00
"3,77807075289608",0,2022-01-04 18:00:00
"3,7889507535216",0,2022-01-04 18:15:00
"3,79983428043411",0,2022-01-04 18:30:00
"3,81072209780973",0,2022-01-04 18:45:00
"3,82159665407997",0,2022-01-04 19:00:00
"3,83250932504993",0,2022-01-04 19:15:00
"3,84340873294061",0,2022-01-04 19:30:00
"3,85429544684655",0,2022-01-04 19:45:00
"3,86520296218624",0,2022-01-04 20:00:00
"3,87611423966867",0,2022-01-04 20:15:00
"3,88702949679989",0,2022-01-04 20:30:00
"3,89794861582211",0,2022-01-04 20:45:00
"3,90887187393245",0,2022-01-04 21:00:00
"3,91979917736824",0,2022-01-04 21:15:00
"3,93073014227388",0,2022-01-04 21:30:00
"3,94166529785464",0,2022-01-04 21:45:00
"3,95260438085932",0,2022-01-04 22:00:00
"3,96353031694628",0,2022-01-04 22:15:00
"3,97447746557215",0,2022-01-04 22:30:00
"3,98542855036886",0,2022-01-04 22:45:00
"3,99638326061295",0,2022-01-04 23:00:00
"4,00732520491102",0,2022-01-04 23:15:00
"4,01828825014309",0,2022-01-04 23:30:00
"4,02925536695565",0,2022-01-04 23:45:00
"4,0402264467657",0,2022-01-05 00:00:00
"4,05120181050613",0,2022-01-05 00:15:00
"4,0621809933121",0,2022-01-05 00:30:00
"4,0731642783425",0,2022-01-05 00:45:00
"4,0841338817085",0,2022-01-05 01:00:00
"4,09514226482086",0,2022-01-05 01:15:00
"4,10613729835344",0,2022-01-05 01:30:00
"4,11713684182012",0,2022-01-05 01:45:00
"4,12814030189491",0,2022-01-05 02:00:00
"4,13914782019289",0,2022-01-05 02:15:00
"4,15014242120614",0,2022-01-05 02:30:00
"4,16117523597258",0,2022-01-05 02:45:00
"4,1721952704032",0,2022-01-05 03:00:00
"4,18321917945985",0,2022-01-05 03:15:00
"4,1942301808465",0,2022-01-05 03:30:00
"4,20526229860012",0,2022-01-05 03:45:00
"4,21628144232673",0,2022-01-05 04:00:00
"4,2273221464819",0,2022-01-05 04:15:00
"4,23834955245557",0,2022-01-05 04:30:00
"4,24939855067672",0,2022-01-05 04:45:00
"4,26045169969341",0,2022-01-05 05:00:00
"4,27150889464923",0,2022-01-05 05:15:00
"4,28255309845895",0,2022-01-05 05:30:00
"4,29363617377491",0,2022-01-05 05:45:00
"4,30468858980669",0,2022-01-05 06:00:00
"4,31576202413688",0,2022-01-05 06:15:00
"4,32685746265519",0,2022-01-05 06:30:00
"4,33793983971394",0,2022-01-05 06:45:00
"4,34900923302884",0,2022-01-05 07:00:00
"4,36011721036694",0,2022-01-05 07:15:00
"4,37121231166194",0,2022-01-05 07:30:00
"4,38231157878319",0,2022-01-05 07:45:00
"4,39339774295288",0,2022-01-05 08:00:00
"4,40448809721481",0,2022-01-05 08:15:00
"4,41561752044086",0,2022-01-05 08:30:00
"4,42673383656107",0,2022-01-05 08:45:00
"4,437854345878",0,2022-01-05 09:00:00
"4,44896207918705",0,2022-01-05 09:15:00
"4,46009079385206",0,2022-01-05 09:30:00
"4,47122412790935",0,2022-01-05 09:45:00
"4,48236194427536",0,2022-01-05 10:00:00
"4,49350362389483",0,2022-01-05 10:15:00
"4,50463225163808",0,2022-01-05 10:30:00
"4,51580009043473",0,2022-01-05 10:45:00
"4,52693749957672",0,2022-01-05 11:00:00
"4,53809626093136",0,2022-01-05 11:15:00
"4,54925948760637",0,2022-01-05 11:30:00
"4,56042711285172",0,2022-01-05 11:45:00
"4,57159872938055",0,2022-01-05 12:00:00
"4,58277503698542",0,2022-01-05 12:15:00
"4,59395572513206",0,2022-01-05 12:30:00
"4,605123287109",0,2022-01-05 12:45:00
"4,61632983882142",0,2022-01-05 13:00:00
"4,62752338160919",0,2022-01-05 13:15:00
"4,63870364892204",0,2022-01-05 13:30:00
"4,64992345174277",0,2022-01-05 13:45:00
"4,66113031389525",0,2022-01-05 14:00:00
"4,67232389957355",0,2022-01-05 14:15:00
"4,68355659062977",0,2022-01-05 14:30:00
"4,69477579659624",0,2022-01-05 14:45:00
"4,70599967472122",0,2022-01-05 15:00:00
"4,71721028530298",0,2022-01-05 15:15:00
"4,728442796104",0,2022-01-05 15:30:00
"4,73967963544606",0,2022-01-05 15:45:00
"4,75090338672752",0,2022-01-05 16:00:00
"4,7621665624728",0,2022-01-05 16:15:00
"4,77339899237275",0,2022-01-05 16:30:00
"4,78463571249344",0,2022-01-05 16:45:00
"4,79591220861675",0,2022-01-05 17:00:00
"4,80715782551124",0,2022-01-05 17:15:00
"4,81842525571212",0,2022-01-05 17:30:00
"4,82967939646204",0,2022-01-05 17:45:00
"4,84095555959162",0,2022-01-05 18:00:00
"4,8522360806658",0,2022-01-05 18:15:00
"4,86352112038236",0,2022-01-05 18:30:00
"4,87481072111406",0,2022-01-05 18:45:00
"4,88610467104015",0,2022-01-05 19:00:00
"4,89738530623085",0,2022-01-05 19:15:00
"4,90870551814788",0,2022-01-05 19:30:00
"4,92001228535925",0,2022-01-05 19:45:00
"4,93130607978673",0,2022-01-05 20:00:00
"4,94262137511731",0,2022-01-05 20:15:00
"4,95392378651729",0,2022-01-05 20:30:00
"4,96526608133572",0,2022-01-05 20:45:00
"4,97659501233457",0,2022-01-05 21:00:00
"4,98792796664138",0,2022-01-05 21:15:00
"4,99926561097149",0,2022-01-05 21:30:00
"5,01058999506944",0,2022-01-05 21:45:00
"5,02195417486582",0,2022-01-05 22:00:00
"5,0332873760889",0,2022-01-05 22:15:00
"5,04464290857243",0,2022-01-05 22:30:00
"5,05598490838049",0,2022-01-05 22:45:00
"5,06734925115414",0,2022-01-05 23:00:00
"5,07873589416063",0,2022-01-05 23:15:00
"5,0901088673725",0,2022-01-05 23:30:00
"5,10146923645185",0,2022-01-05 23:45:00
"5,11285131413932",0,2022-01-06 00:00:00
"5,12423816570436",0,2022-01-06 00:15:00
"5,13562903312813",0,2022-01-06 00:30:00
"5,14702471841894",0,2022-01-06 00:45:00
"5,15840727025374",0,2022-01-06 01:00:00
"5,1698295206274",0,2022-01-06 01:15:00
"5,18123884671173",0,2022-01-06 01:30:00
"5,19265277631687",0,2022-01-06 01:45:00
"5,20407107218893",0,2022-01-06 02:00:00
"5,21549387027345",0,2022-01-06 02:15:00
"5,22692122224754",0,2022-01-06 02:30:00
"5,23833539354129",0,2022-01-06 02:45:00
"5,24978992432126",0,2022-01-06 03:00:00
"5,26121402942974",0,2022-01-06 03:15:00
"5,27265844331659",0,2022-01-06 03:30:00
"5,28410849779624",0,2022-01-06 03:45:00
"5,29556324449126",0,2022-01-06 04:00:00
"5,30702235477454",0,2022-01-06 04:15:00
"5,31848607109131",0,2022-01-06 04:30:00
"5,32995470585053",0,2022-01-06 04:45:00
"5,34141011079524",0,2022-01-06 05:00:00
"5,3528878626337",0,2022-01-06 05:15:00
"5,36437046424713",0,2022-01-06 05:30:00
"5,37585738502683",0,2022-01-06 05:45:00
"5,38725932192831",0,2022-01-06 06:00:00
"5,39884547299768",0,2022-01-06 06:15:00
"5,41034667917644",0,2022-01-06 06:30:00
"5,42185210148336",0,2022-01-06 06:45:00
"5,43336298076515",0,2022-01-06 07:00:00
"5,44487833815547",0,2022-01-06 07:15:00
"5,45639815011282",0,2022-01-06 07:30:00
"5,46792297287236",0,2022-01-06 07:45:00
"5,47945244039209",0,2022-01-06 08:00:00
"5,49098657618443",0,2022-01-06 08:15:00
"5,50250787452749",0,2022-01-06 08:30:00
"5,51407004602015",0,2022-01-06 08:45:00
"5,52560091649062",0,2022-01-06 09:00:00
"5,53715440932307",0,2022-01-06 09:15:00
"5,54869481118266",0,2022-01-06 09:30:00
"5,56025747142356",0,2022-01-06 09:45:00
"5,57180701405578",0,2022-01-06 10:00:00
"5,5833978067038",0,2022-01-06 10:15:00
"5,5949752662709",0,2022-01-06 10:30:00
"5,60655758699044",0,2022-01-06 10:45:00
"5,61814479543561",0,2022-01-06 11:00:00
"5,62973672810907",0,2022-01-06 11:15:00
"5,64133335122308",0,2022-01-06 11:30:00
"5,65291720953878",0,2022-01-06 11:45:00
"5,66452360180265",0,2022-01-06 12:00:00
"5,67611715018739",0,2022-01-06 12:15:00
"5,68775170767388",0,2022-01-06 12:30:00
"5,69937301737979",0,2022-01-06 12:45:00
"5,71099945280514",0,2022-01-06 13:00:00
"5,72263086050515",0,2022-01-06 13:15:00
"5,73426767739951",0,2022-01-06 13:30:00
"5,74590882669246",0,2022-01-06 13:45:00
"5,75755545815953",0,2022-01-06 14:00:00
"5,76920669562404",0,2022-01-06 14:15:00
"5,78086330587315",0,2022-01-06 14:30:00
"5,79252481745853",0,2022-01-06 14:45:00
"5,80419105900867",0,2022-01-06 15:00:00
"5,81584474843226",0,2022-01-06 15:15:00
"5,82752144888478",0,2022-01-06 15:30:00
"5,83353503910174",0,2022-01-06 15:45:00
"5,84511108824514",0,2022-01-06 16:00:00
"5,85649865332229",0,2022-01-06 16:15:00
"5,86769676061093",0,2022-01-06 16:30:00
"5,87876962629907",0,2022-01-06 16:45:00
"5,88965530935044",0,2022-01-06 17:00:00
"5,90039501886195",0,2022-01-06 17:15:00
"5,9110263642427",0,2022-01-06 17:30:00
"5,92148745577533",0,2022-01-06 17:45:00
"5,93183200252576",0,2022-01-06 18:00:00
"5,94204606345636",0,2022-01-06 18:15:00
"5,95213202731937",0,2022-01-06 18:30:00
"5,96209307649442",0,2022-01-06 18:45:00
"5,97193178732115",0,2022-01-06 19:00:00
"5,98163482145389",0,2022-01-06 19:15:00
"5,99123483568302",0,2022-01-06 19:30:00
"6,00073327583569",0,2022-01-06 19:45:00
"6,01010191301644",0,2022-01-06 20:00:00
"6,01935775550884",0,2022-01-06 20:15:00
"6,02848730951712",0,2022-01-06 20:30:00
"6,0375347179518",0,2022-01-06 20:45:00
"6,04644725650082",0,2022-01-06 21:00:00
"6,05526599536874",0,2022-01-06 21:15:00
"6,06396642546484",0,2022-01-06 21:30:00
"6,07258987611477",0,2022-01-06 21:45:00
"6,08109674186966",0,2022-01-06 22:00:00
"6,08950260674019",0,2022-01-06 22:15:00
"6,09779639639201",0,2022-01-06 22:30:00
"6,10601743449004",0,2022-01-06 22:45:00
"6,11412913018815",0,2022-01-06 23:00:00
"6,12213229238324",0,2022-01-06 23:15:00
"6,13005365991689",0,2022-01-06 23:30:00
"6,13786928169511",0,2022-01-06 23:45:00
"6,1456061239696",0,2022-01-07 00:00:00
"6,15325285666548",0,2022-01-07 00:15:00
"6,16081022523999",0,2022-01-07 00:30:00
"6,16827957194504",0,2022-01-07 00:45:00
"6,17565063694379",0,2022-01-07 01:00:00
